#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NC_002978.6	1	1267782	8	451	0.0355739	0.000478	36.5	0
NC_006833.1	1	1080084	10	358	0.0331456	0.000633284	36.7	4.8
NC_012416.1	1	1445873	6	430	0.0297398	0.000495203	36.4	0
NC_010981.1	1	1482455	2	191	0.012884	0.00012884	36.8	0
NC_018267.1	1	957990	10	726	0.0757837	0.00102506	36.5	0
NC_021084.1	1	1301823	2	213	0.0163617	0.000163617	36.9	0
NZ_HG810405.1	1	960618	70	783	0.08151	0.00307094	35.2	5.2
NZ_AP013028.1	1	1250060	8	335	0.0267987	0.000519175	33.7	2.75
NZ_CM003641.1	1	1133809	10	489	0.043129	0.000713524	36.8	0
NZ_CP037426.1	1	1352354	4	182	0.013458	0.000216659	34.2	0
NC_021089.1	1	1295804	0	0	0	0	0	0
NZ_CP031221.1	1	1484007	0	0	0	0	0	0
