#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NC_002978.6	1	1267782	4	185	0.0145924	0.000179842	36.2	0
NC_006833.1	1	1080084	32	437	0.0404598	0.00175449	36	0.5
NC_012416.1	1	1445873	4	43	0.00297398	0.000118959	36.4	0
NC_018267.1	1	957990	12	501	0.052297	0.000866397	36.3	4
NC_021084.1	1	1301823	10	320	0.0245809	0.000518504	35.8	0.8
NC_021089.1	1	1295804	3	43	0.0033184	9.80086e-05	36.3	0
NZ_HG810405.1	1	960618	381	403	0.0419522	0.014169	35.5	11.4
NZ_AP013028.1	1	1250060	39	633	0.0506376	0.00178471	36.1	0.154
NZ_CM003641.1	1	1133809	22	195	0.0171987	0.000917262	36.3	2.18
NZ_CP031221.1	1	1484007	10	110	0.00741236	0.00026078	36.5	4.4
NZ_CP037426.1	1	1352354	28	335	0.0247716	0.00113949	35.8	0
NC_010981.1	1	1482455	0	0	0	0	0	0
