#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NC_002978.6	1	1267782	8	240	0.0189307	0.000357317	35.6	0
NC_006833.1	1	1080084	32	503	0.0465705	0.0015147	35.9	0.125
NC_012416.1	1	1445873	12	405	0.0280108	0.000542233	36.5	3.67
NC_010981.1	1	1482455	14	321	0.0216533	0.000545042	36.3	1.57
NC_018267.1	1	957990	2	229	0.0239042	0.000239042	35.9	0
NC_021084.1	1	1301823	8	43	0.00330306	0.000261172	36.1	0
NC_021089.1	1	1295804	8	43	0.0033184	0.00026007	35.5	0
NZ_HG810405.1	1	960618	206	89	0.00926487	0.00724117	35.3	13.1
NZ_AP013028.1	1	1250060	28	392	0.0313585	0.00115514	36.2	0
NZ_CM003641.1	1	1133809	10	187	0.0164931	0.000478035	36.3	0
NZ_CP031221.1	1	1484007	8	43	0.00289756	0.000229783	36.3	0
NZ_CP037426.1	1	1352354	22	335	0.0247716	0.000837798	36.2	0
